,close
1067,-1.9796151866097396
1068,-1.9754899426962442
1069,-1.9796151866097396
1070,-1.9796151866097396
1071,-1.9754899426962442
1072,-1.9796151866097396
1073,-1.9796151866097396
1074,-1.9796151866097396
1075,-1.9796151866097396
1076,-1.9754899426962442
1077,-1.9754899426962442
1078,-1.9754899426962442
1079,-1.9796151866097396
1080,-1.9796151866097396
1081,-1.9754899426962442
1082,-1.9796151866097396
1083,-1.9796151866097396
1084,-1.9796151866097396
1085,-1.9796151866097396
1086,-1.9754899426962442
1087,-1.9754899426962442
1088,-1.9754899426962442
1089,-1.9796151866097396
1090,-1.9796151866097396
1091,-1.9796151866097396
1092,-1.9796151866097396
1093,-1.9796151866097396
1094,-1.9796151866097396
1095,-1.9796151866097396
1096,-1.9796151866097396
1097,-1.983740430523234
1098,-1.9796151866097396
1099,-1.983740430523234
1100,-1.983740430523234
1101,-1.983740430523234
1102,-1.983740430523234
1103,-1.983740430523234
1104,-1.983740430523234
1105,-1.983740430523234
1106,-1.983740430523234
1107,-1.983740430523234
1108,-1.983740430523234
1109,-1.9884549949957995
1110,-1.9884549949957995
1111,-1.9884549949957995
1112,-1.9884549949957995
1113,-1.9884549949957995
1114,-1.983740430523234
1115,-1.9884549949957995
1116,-1.983740430523234
1117,-1.9884549949957995
1118,-1.9884549949957995
1119,-1.9884549949957995
1120,-1.9884549949957995
1121,-1.9884549949957995
1122,-1.983740430523234
1123,-1.9884549949957995
1124,-1.9884549949957995
1125,-1.983740430523234
1126,-1.992580238909295
1127,-1.9884549949957995
1128,-1.9884549949957995
1129,-1.9884549949957995
1130,-1.9884549949957995
1131,-1.9884549949957995
1132,-1.9884549949957995
1133,-1.992580238909295
1134,-1.992580238909295
1135,-1.992580238909295
1136,-1.992580238909295
1137,-1.992580238909295
1138,-1.9884549949957995
1139,-1.9884549949957995
1140,-1.992580238909295
1141,-1.992580238909295
1142,-1.9884549949957995
1143,-1.9884549949957995
1144,-1.9884549949957995
1145,-1.9884549949957995
1146,-1.9884549949957995
1147,-1.992580238909295
1148,-1.992580238909295
1149,-1.9884549949957995
1150,-1.9884549949957995
1151,-1.9884549949957995
1152,-1.992580238909295
1153,-1.9884549949957995
1154,-1.9884549949957995
1155,-1.9884549949957995
1156,-1.9884549949957995
1157,-1.9884549949957995
1158,-1.9884549949957995
1159,-1.9884549949957995
1160,-1.992580238909295
1161,-1.9884549949957995
1162,-1.9884549949957995
1163,-1.9884549949957995
1164,-1.9884549949957995
1165,-1.9884549949957995
1166,-1.9884549949957995
1167,-1.9884549949957995
1168,-1.9884549949957995
1169,-1.9884549949957995
1170,-1.9884549949957995
1171,-1.9884549949957995
1172,-1.983740430523234
1173,-1.9884549949957995
1174,-1.9884549949957995
1175,-1.9884549949957995
1176,-1.9884549949957995
1177,-1.9884549949957995
1178,-1.9884549949957995
1179,-1.9884549949957995
1180,-1.992580238909295
1181,-1.992580238909295
1182,-1.9884549949957995
